1.438619999999999948e+02,5.969913700000000108e-03,4.207869000000000149e-04,7.000000000000000000e+00,5.259835893120130292e-05,1.130864699999999893e-03,3.721333900000000153e-03,2.912059999999999960e+01,4.833919999999999817e+01,5.791500000000000092e+00,2.500000000000000000e+01,1.025700000000000049e-03,6.000000000000000000e+00,1.183463000000000023e-04,2.761400000000000226e-04
1.004274000000000058e+02,2.728564900000000036e-03,4.695669999999999987e-04,1.000000000000000000e+00,1.269099954312400039e-05,4.822580000000000031e-04,3.604243899999999903e-03,3.437460000000000093e+01,5.963380000000000081e+01,4.654899999999999594e+00,1.800000000000000000e+01,9.264399999999999458e-04,8.000000000000000000e+00,2.157469999999999928e-04,4.949499999999999690e-04
1.261385999999999967e+02,2.854198000000000065e-03,5.054308999999999451e-04,5.000000000000000000e+00,2.973122968365969916e-05,7.333703000000000010e-04,3.429001799999999937e-03,2.445220000000000127e+01,5.726010000000000133e+01,6.505799999999999805e+00,2.700000000000000000e+01,1.228900000000000218e-03,7.000000000000000000e+00,2.279394000000000016e-04,1.783900000000000047e-04
2.362649999999999864e+02,1.880995590000000134e-02,5.703915000000000157e-04,3.000000000000000000e+00,2.592688618096969957e-05,3.759398000000001034e-04,5.444646099999999635e-03,3.896900000000000119e+01,4.019050000000000011e+01,4.521399999999999864e+00,3.400000000000000000e+01,1.724099999999999895e-03,7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.288160000000000593e+01,1.478706599999999975e-03,2.760252000000000148e-04,5.000000000000000000e+00,1.774447999999999922e-04,5.914826498422709635e-05,3.529179800000000183e-03,3.312360000000000326e+01,6.672629999999999484e+01,4.150800000000000267e+00,1.600000000000000000e+01,6.112000000000000028e-04,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.158600000000001273e+01,1.057702599999999979e-03,1.688768999999999958e-04,5.000000000000000000e+00,1.955416999999999984e-04,4.444128417534749602e-05,1.724321800000000069e-03,1.302176000000000045e+02,1.220206000000000017e+02,4.082499999999999574e+00,2.500000000000000000e+01,6.221799999999999553e-04,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.239924000000000035e+02,4.840546700000000063e-03,4.449031999999999792e-04,4.000000000000000000e+00,3.559225512528470248e-05,0.000000000000000000e+00,4.822750599999999985e-03,3.361480000000000246e+01,4.603690000000000282e+01,3.970499999999999918e+00,2.000000000000000000e+01,6.228600000000000369e-04,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.490957999999999970e+02,2.996604999999999842e-03,1.212498999999999993e-04,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.196424899999999708e-03,4.799329999999999785e+01,3.947999999999999687e+01,4.458300000000000374e+00,3.000000000000000000e+01,1.030600000000000006e-03,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.473300000000000409e+01,8.880995000000000035e-04,1.110124000000000012e-04,3.000000000000000000e+00,1.110124000000000012e-04,1.110124000000000012e-04,2.442273500000000184e-03,5.251380000000000337e+01,7.759999999999999432e+01,5.427299999999999791e+00,1.500000000000000000e+01,2.442300000000000113e-03,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.799981999999999971e+02,9.524149200000000051e-03,1.052293599999999923e-03,6.000000000000000000e+00,0.000000000000000000e+00,1.248483999999999954e-04,3.567097100000000010e-03,3.256280000000000285e+01,3.956000000000000227e+01,7.004999999999999893e+00,1.300000000000000000e+01,9.987900000000000510e-04,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.201940000000000452e+01,2.441765399999999957e-03,3.064977999999999778e-04,3.000000000000000000e+00,0.000000000000000000e+00,2.247650000000000071e-04,3.105843899999999932e-03,5.560399999999999920e+01,7.530259999999999820e+01,4.253300000000000303e+00,2.300000000000000000e+01,7.355900000000000502e-04,9.000000000000000000e+00,2.145484000000000074e-04,2.962800000000000026e-04
1.445855999999999995e+02,5.664286299999999816e-03,5.950807000000000232e-04,7.000000000000000000e+00,2.314202999999999974e-04,9.697611000000000078e-04,4.749625300000000043e-03,2.852090000000000103e+01,5.074710000000000321e+01,4.633399999999999963e+00,2.400000000000000000e+01,2.832100000000000155e-03,9.000000000000000000e+00,4.187605000000000168e-04,5.399800000000000173e-04
1.109766000000000048e+02,3.146126899999999831e-03,5.803534999999999857e-04,7.000000000000000000e+00,3.054492139773559982e-05,1.629062000000000023e-04,3.981021400000000522e-03,5.190769999999999840e+01,5.247059999999999746e+01,4.570299999999999585e+00,2.900000000000000000e+01,1.028300000000000004e-03,9.000000000000000000e+00,1.629062000000000023e-04,3.869000000000000260e-04
1.019681999999999960e+02,1.436314400000000087e-03,2.710027000000000269e-04,2.000000000000000000e+00,0.000000000000000000e+00,8.807588075880758800e-05,3.340108400000000189e-03,5.134150000000000347e+01,5.891279999999999717e+01,5.403699999999999726e+00,2.300000000000000000e+01,1.402400000000000044e-03,9.000000000000000000e+00,4.268292999999999827e-04,1.009499999999999981e-03
1.063542000000000058e+02,2.940799000000000017e-03,4.491402000000000133e-04,7.000000000000000000e+00,1.283257999999999903e-04,1.711009999999999463e-04,4.373770199999999983e-03,2.774510000000000076e+01,4.743280000000000030e+01,4.078199999999999825e+00,2.000000000000000000e+01,8.875899999999999502e-04,8.000000000000000000e+00,4.598340000000000023e-04,3.742800000000000011e-04
1.655819999999999936e+02,5.364238399999999608e-03,1.015452499999999975e-03,7.000000000000000000e+00,7.358351729212661441e-06,9.860190999999999054e-04,4.400294299999999575e-03,2.627139999999999986e+01,4.666219999999999857e+01,5.789299999999999891e+00,2.900000000000000000e+01,9.713000000000000279e-04,9.000000000000000000e+00,2.133922000000000065e-04,1.986799999999999883e-04
6.464579999999999416e+01,1.765484800000000380e-03,4.291108999999999982e-04,3.000000000000000000e+00,2.452062184296989396e-05,8.582217645039480166e-05,3.175420500000000149e-03,4.328679999999999950e+01,7.836289999999999623e+01,3.440199999999999925e+00,2.300000000000000000e+01,1.029900000000000043e-03,8.000000000000000000e+00,0.000000000000000000e+00,1.593800000000000089e-04
1.550777999999999963e+02,3.824863500000000131e-03,3.459676000000000179e-04,1.000000000000000000e+00,3.844083954793570633e-05,3.459676000000000179e-04,4.978088700000000109e-03,2.381400000000000006e+01,4.213130000000000308e+01,4.984600000000000364e+00,2.000000000000000000e+01,1.134000000000000025e-03,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.212732000000000028e+02,1.026875599999999998e-03,1.496109999999999877e-04,5.000000000000000000e+00,2.516185000000000101e-04,1.360099999999999937e-04,4.563135800000000554e-03,3.235819999999999652e+01,4.421459999999999724e+01,4.734700000000000131e+00,3.300000000000000000e+01,1.319300000000000030e-03,1.000000000000000000e+01,1.360099999999999937e-04,6.800499999999999687e-04
5.104260000000000019e+01,2.516990000000000308e-04,1.258495000000000154e-04,3.000000000000000000e+00,0.000000000000000000e+00,4.090108000000000177e-04,1.667505699999999921e-03,3.492309999999999803e+01,7.781130000000000280e+01,5.565999999999999837e+00,9.000000000000000000e+00,7.865599999999999502e-04,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.185510000000000019e+02,3.857041800000000128e-03,4.953998999999999729e-04,6.000000000000000000e+00,5.897617362585520166e-05,1.533380999999999948e-04,3.998584600000000544e-03,4.137279999999999802e+01,5.866669999999999874e+01,4.799400000000000333e+00,2.700000000000000000e+01,7.431000000000000105e-04,8.000000000000000000e+00,0.000000000000000000e+00,5.897600000000001268e-05
1.354073999999999955e+02,5.292269900000000360e-03,4.267960000000000113e-04,4.000000000000000000e+00,3.414367659109529887e-05,1.024309999999999956e-04,5.889784200000000407e-03,4.613949999999999818e+01,4.190140000000000242e+01,3.411599999999999966e+00,2.600000000000000000e+01,1.826699999999999895e-03,7.000000000000000000e+00,3.926523000000001098e-04,5.292299999999999999e-04
6.821580000000000155e+01,1.200882799999999960e-03,3.029254000000000321e-04,0.000000000000000000e+00,7.573134845075300348e-05,2.921066000000000266e-04,3.050891500000000190e-03,5.000710000000000122e+01,6.863830000000000098e+01,3.890099999999999891e+00,2.500000000000000000e+01,1.060200000000000075e-03,6.000000000000000000e+00,1.406438999999999834e-04,1.081900000000000060e-04
1.087014000000000067e+02,7.397260300000001523e-03,4.414002999999999894e-04,4.000000000000000000e+00,0.000000000000000000e+00,2.587519000000000255e-04,3.485540300000000181e-03,3.933330000000000126e+01,6.742359999999999332e+01,3.816600000000000215e+00,2.000000000000000000e+01,1.004600000000000024e-03,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.043500000000000227e+01,1.493111000000000091e-03,1.773993000000000076e-04,4.000000000000000000e+00,0.000000000000000000e+00,6.948139999999999785e-04,3.858435300000000005e-03,3.556920000000000215e+01,5.270499999999999829e+01,4.130300000000000082e+00,2.300000000000000000e+01,9.165599999999999659e-04,9.000000000000000000e+00,0.000000000000000000e+00,2.808800000000000077e-04
1.174128000000000043e+02,5.267558500000000046e-03,4.598661999999999780e-04,5.000000000000000000e+00,0.000000000000000000e+00,1.672241000000000038e-04,3.239966600000000144e-03,5.301300000000001234e+01,5.370320000000000249e+01,5.412899999999999601e+00,1.800000000000000000e+01,1.860399999999999901e-03,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.150099999999999909e+02,1.302851520000000013e-02,6.369000000000000312e-04,3.000000000000000000e+00,1.452579000000000175e-04,1.698399899999999832e-03,3.709663000000000196e-03,2.520850000000000080e+01,4.806020000000000181e+01,8.030099999999999127e+00,2.700000000000000000e+01,1.396700000000000068e-03,7.000000000000000000e+00,0.000000000000000000e+00,4.469499999999999813e-05
9.700020000000000664e+01,1.904305800000000073e-03,2.052544999999999912e-04,5.000000000000000000e+00,6.841817186644770369e-05,1.254333000000000108e-04,5.040138700000000235e-03,2.780049999999999955e+01,5.361990000000000123e+01,3.314499999999999780e+00,1.700000000000000000e+01,6.955800000000000047e-04,9.000000000000000000e+00,4.561211457763180246e-05,1.596400000000000098e-04
1.227203999999999979e+02,3.395629099999999869e-03,2.808414999999999978e-04,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.497753299999999815e-03,2.050000000000000000e+01,5.170799999999999841e+01,5.503599999999999604e+00,1.700000000000000000e+01,1.097799999999999904e-03,4.000000000000000000e+00,0.000000000000000000e+00,4.595600000000000249e-04
1.872972000000000037e+02,1.650933399999999964e-03,2.645726999999999953e-04,2.000000000000000000e+00,8.466325191550608676e-05,2.857385000000000155e-04,4.211996800000000242e-03,2.578340000000000032e+01,4.321609999999999729e+01,7.600500000000000256e+00,2.000000000000000000e+01,2.846800000000000459e-03,8.000000000000000000e+00,3.174871999999999916e-04,4.444800000000000270e-04
8.133599999999999852e+01,8.851416000000001923e-04,2.700431999999999898e-04,2.000000000000000000e+00,1.350215999999999949e-04,2.700431999999999898e-04,3.180508900000000166e-03,4.111849999999999739e+01,6.498109999999999786e+01,4.485800000000000232e+00,2.100000000000000000e+01,5.250800000000000346e-04,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.302246000000000095e+02,4.955779199999999635e-03,7.878417999999999012e-04,7.000000000000000000e+00,3.812137999999999855e-04,3.812137999999999855e-04,2.871810499999999985e-03,2.860709999999999908e+01,5.288499999999999801e+01,7.017699999999999605e+00,1.400000000000000000e+01,1.550299999999999899e-03,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.188881999999999977e+02,3.632347100000000214e-03,5.879896000000000124e-04,4.000000000000000000e+00,1.978283000000000114e-04,1.923330999999999966e-04,4.071965500000000043e-03,4.104860000000000042e+01,5.356550000000000011e+01,4.649099999999999788e+00,4.800000000000000000e+01,3.846699999999999881e-04,7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.946880000000000166e+01,9.244751000000000487e-04,2.507051000000000266e-04,4.000000000000000000e+00,0.000000000000000000e+00,1.566906999999999870e-04,3.619554999999999995e-03,4.052170000000000272e+01,6.112550000000000239e+01,3.943700000000000205e+00,2.200000000000000000e+01,8.147900000000000238e-04,4.000000000000000000e+00,0.000000000000000000e+00,1.880300000000000005e-04
1.320743999999999971e+02,4.972875199999999933e-03,4.623540999999999784e-04,7.000000000000000000e+00,2.054907000000000077e-04,1.746670999999999933e-04,4.931777100000000504e-03,3.007100000000000151e+01,3.961670000000000158e+01,4.062500000000000000e+00,2.900000000000000000e+01,8.116900000000000026e-04,1.000000000000000000e+01,1.130199000000000053e-04,1.335700000000000103e-04
1.643459999999999752e+02,7.248497599999999784e-03,7.121672999999999806e-04,6.000000000000000000e+00,4.780300999999999821e-04,6.243658999999999711e-04,4.273004000000000385e-03,3.102060000000000173e+01,4.508679999999999666e+01,5.577600000000000335e+00,3.200000000000000000e+01,6.731400000000000231e-04,6.000000000000000000e+00,1.365799999999999968e-04,1.073100000000000009e-04
9.311220000000000141e+01,1.887354699999999963e-03,4.221715000000000016e-04,6.000000000000000000e+00,4.966722956193499671e-05,1.738352999999999990e-04,2.706863999999999798e-03,4.262960000000000349e+01,7.258719999999999573e+01,5.706400000000000361e+00,1.800000000000000000e+01,1.092700000000000051e-03,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
